employer	state	city	naics	category	careers_url
INDEPENDENT MEDIA INSTITUTE DBA IMI	NY	NEW YORK	51	Media & Entertainment	https://careers.independent-media-institute-dba-imi.com
INTERMEDIA NET INC	CA	SUNNYVALE	51	Media & Entertainment	https://careers.intermedia-net.com
LABX MEDIA GROUP INC	DE	WILMINGTON	51	Media & Entertainment	https://careers.labx-media.com
LITTLE STAR MEDIA INC	NY	BRENTWOOD	51	Media & Entertainment	https://careers.little-star-media.com
LIVE MEDIA TECHNOLOGIES CORP	NY	NEW YORK	51	Media & Entertainment	https://careers.live-media.com
MAPLE MEDIA LLC	CA	SAN MATEO	51	Media & Entertainment	https://careers.maple-media.com
MEDIAOCEAN LLC			51	Media & Entertainment	https://careers.mediaocean.com
MELTWATER NEWS US INC	CA	SAN FRANCISCO	51	Media & Entertainment	https://careers.meltwater-news.com
METAWORLD ENTERTAINMENT INC			51	Media & Entertainment	https://careers.metaworld-entertainment.com
MUZAK LLC D B A MOOD MEDIA	TX	AUSTIN	51	Media & Entertainment	https://careers.muzak-llc-d-b-a-mood-media.com
NATIONAL PUBLIC RADIO INC	DC	WASHINGTON	51	Media & Entertainment	https://careers.national-public-radio.com
NBCUNIVERSAL MEDIA LLC	NY	NEW YORK	51	Media & Entertainment	https://careers.nbcuniversal-media.com
NEPTUNE MEDIA INTL LLC	CA	PASADENA	51	Media & Entertainment	https://careers.neptune-media-intl.com
NEWS CORPORATE SERVICES INC	NY	NEW YORK	51	Media & Entertainment	https://careers.news-corporate.com
NEXSTAR MEDIA GROUP INC	TX	IRVING	51	Media & Entertainment	https://careers.nexstar-media.com
NEXSTAR MEDIA INC	TX	IRVING	51	Media & Entertainment	https://careers.nexstar-media.com
OBSERVER HOLDINGS LLC DBA OBSERVER MEDIA LLC	NY	NEW YORK	51	Media & Entertainment	https://careers.observer-holdings-llc-dba-observer-media.com
OBSIDIAN ENTERTAINMENT INC	CA	IRVINE	51	Media & Entertainment	https://careers.obsidian-entertainment.com
OPEN ROAD INTEGRATED MEDIA INC	NY	NEW YORK	51	Media & Entertainment	https://careers.open-road-integrated-media.com
PARTICLE MEDIA INC	CA	MOUNTAIN VIEW	51	Media & Entertainment	https://careers.particle-media.com
PENSKE MEDIA CORPORATION	CA	LOS ANGELES	51	Media & Entertainment	https://careers.penske-media-corporation.com
PHOENIX TREE PUBLISHING INC	IL	CHICAGO	51	Media & Entertainment	https://careers.phoenix-tree-publishing.com
PLANCK LLC DBA PATCH MEDIA	NY	NEW YORK	51	Media & Entertainment	https://careers.planck-llc-dba-patch-media.com
PUNJABI AMERICAN MEDIA LLC	CA	SAN JOSE	51	Media & Entertainment	https://careers.punjabi-american-media.com
SAHARA REPORTERS MEDIA GROUP INC	NY	NEW YORK	51	Media & Entertainment	https://careers.sahara-reporters-media.com
SANDVIK PUBLISHING INTERACTIVE INC	CT	DANBURY	51	Media & Entertainment	https://careers.sandvik-publishing-interactive.com
SINCLAIR TELEVISION GROUP INC	MD	COCKEYSVILLE	51	Media & Entertainment	https://careers.sinclair-television.com
SING TAO NEWSPAPERS SAN FRANCISCO LTD	CA	BURLINGAME	51	Media & Entertainment	https://careers.sing-tao-newspapers-san-francisco.com
SIRIUS XM RADIO INC			51	Media & Entertainment	https://careers.sirius-xm-radio.com
SMARTNEWS INTERNATIONAL INC	CA	SAN FRANCISCO	51	Media & Entertainment	https://careers.smartnews.com
SONY MUSIC ENTERTAINMENT	NY	NEW YORK	51	Media & Entertainment	https://careers.sony-music-entertainment.com
SONY PICTURES ENTERTAINMENT INC	FL	MIAMI	51	Media & Entertainment	https://careers.sony-pictures-entertainment.com
STARLIGHT MEDIA, INC.	CA	BEVERLY HILLS	51	Media & Entertainment	https://careers.starlight-media.com
TASTY VIDEO LLC	IL	CHICAGO	51	Media & Entertainment	https://careers.tasty-video.com
TFCF ENTERTAINMENT GROUP LLC INDIRECT SUBSIDIARY OF THE WALT DISNEY COMPANY	CA	BURBANK	51	Media & Entertainment	https://careers.tfcf-entertainment-group-llc-indirect-subsidiary-of-the-walt-disney.com
TIMESHIFT MEDIA INC	CA	EL SEGUNDO	51	Media & Entertainment	https://careers.timeshift-media.com
TLA RADIO LLC	NV	HENDERSON	51	Media & Entertainment	https://careers.tla-radio.com
TRUSTED MEDIA BRANDS INC	NY	WHITE PLAINS	51	Media & Entertainment	https://careers.trusted-media-brands.com
TRUSTLESS MEDIA INC	NY	BROOKLYN	51	Media & Entertainment	https://careers.trustless-media.com
TWENTIETH CENTURY FOX FILM CORPORATION INDIRECT SUBSIDIARY OF THE WALT DISNEY COMPANY	CA	BURBANK	51	Media & Entertainment	https://careers.twentieth-century-fox-film-corporation-indirect-subsidiary-of-the-walt-disney.com
VICE MEDIA LLC	NY	BROOKLYN	51	Media & Entertainment	https://careers.vice-media.com
VISUAL CONCEPTS ENTERTAINMENT	CA	NOVATO	51	Media & Entertainment	https://careers.visual-concepts-entertainment.com
VOX MEDIA LLC	DC	WASHINGTON	51	Media & Entertainment	https://careers.vox-media.com
WARNER BROS. ENTERTAINMENT INC	CA	BURBANK	51	Media & Entertainment	https://careers.warner-bros-entertainment.com
WARNER MUSIC GROUP CORP			51	Media & Entertainment	https://careers.warner-music.com
WARNERMEDIA SERVICES LLC			51	Media & Entertainment	https://careers.warnermedia-services.com
WEST PUBLISHING CORPORATION	MN	SAINT PAUL	51	Media & Entertainment	https://careers.west-publishing-corporation.com
WHATS NEXT MEDIA AND ANALYTICS LLC DBA PYMNTS COM	IL	CHICAGO	51	Media & Entertainment	https://careers.whats-next-media-and-analytics-llc-dba-pymnts-com.com
WIKIMEDIA FOUNDATION	CA	SAN FRANCISCO	51	Media & Entertainment	https://careers.wikimedia-foundation.com
ZENIMAX MEDIA INC	MD	ROCKVILLE	51	Media & Entertainment	https://careers.zenimax-media.com
