employer	state	city	naics	category	careers_url
COUNTRY VIEW FAMILY FARMS LLC	PA	MIDDLETOWN	11	Agriculture	https://careers.country-view-family-farms.com
CRG MINING LLC	CO	GUNNISON	21	Agriculture	https://careers.crg-mining.com
DAIRY FARMERS OF AMERICA INC	KS	KANSAS CITY	11	Agriculture	https://careers.dairy-farmers-of.com
DATA BLANKET INC	WA	WOODINVILLE	11	Agriculture	https://careers.data-blanket.com
DECCO US POST HARVEST INC	CA	MONROVIA	11	Agriculture	https://careers.decco-us-post-harvest.com
DECOFRUT INC	NJ	GLOUCESTER CITY	11	Agriculture	https://careers.decofrut.com
DEVON ENERGY CORPORATION	OK	OKLAHOMA CITY	21	Agriculture	https://careers.devon-energy-corporation.com
DIDIER ENERGY CONSULTING LLC	TX	KINGWOOD	21	Agriculture	https://careers.didier-energy-consulting.com
DRAGON SEEDS LLC	FL	VERO BEACH	11	Agriculture	https://careers.dragon-seeds.com
DRISCOLLS INC	CA	WATSONVILLE	11	Agriculture	https://careers.driscolls.com
DURANGO RESOURCES CORP	TX	HOUSTON	21	Agriculture	https://careers.durango-resources.com
ENSCO INTERNATIONAL INCORPORATED	TX	HOUSTON	21	Agriculture	https://careers.ensco-international-incorporated.com
ENVERUS INC	TX	AUSTIN	21	Agriculture	https://careers.enverus.com
EOG RESOURCES INC			21	Agriculture	https://careers.eog-resources.com
EQUINOR US OPERATIONS LLC	TX	HOUSTON	21	Agriculture	https://careers.equinor-us-operations.com
ERGON INC	MS	FLOWOOD	21	Agriculture	https://careers.ergon.com
ERGON REFINING INC	TN	HORNBEAK	21	Agriculture	https://careers.ergon-refining.com
ESG USA INC D/B/A ESG SOLUTIONS	TX	HOUSTON	21	Agriculture	https://careers.esg-usa-inc-dba-esg.com
EXXON MOBIL CORPORATION	TX	SPRING	21	Agriculture	https://careers.exxon-mobil-corporation.com
EXXONMOBIL TECHNOLOGY AND ENGINEERING COMPANY	TX	SPRING	21	Agriculture	https://careers.exxonmobil-technology-and-engineering.com
FARMWISE LABS INC	CA	SANTA CLARA	11	Agriculture	https://careers.farmwise-labs.com
FARVIEW FARMS LLC	PA	COLUMBIA CROSS ROADS	11	Agriculture	https://careers.farview-farms.com
FLAT CREEK RESOURCES MANAGEMENT LLC	TX	FORT WORTH	21	Agriculture	https://careers.flat-creek-resources-management.com
FREEPORT MCMORAN BAGDAD INC			21	Agriculture	https://careers.freeport-mcmoran-bagdad.com
FREEPORT MCMORAN MORENCI INC	AZ	PHOENIX	21	Agriculture	https://careers.freeport-mcmoran-morenci.com
FREEPORT MCMORAN SIERRITA INC			21	Agriculture	https://careers.freeport-mcmoran-sierrita.com
FREEPORT MINERALS CORPORATION	AZ	PHOENIX	21	Agriculture	https://careers.freeport-minerals-corporation.com
GEOPONIC ENTERPRISES, LLC	IN	MUNCIE	11	Agriculture	https://careers.geoponic-enterprises.com
GH AMERICA INVESTMENTS GROUP INC	TX	HOUSTON	21	Agriculture	https://careers.gh-america-investments.com
GOLD STAR CATTLE CO LLC	CA	TULARE	11	Agriculture	https://careers.gold-star-cattle-co.com
GOLDEN RAIN NURSERY INC	FL	SAINT PETERSBURG	11	Agriculture	https://careers.golden-rain-nursery.com
GRAPERY SALES INC	CA	SHAFTER	11	Agriculture	https://careers.grapery-sales.com
GTL AMERICAS LP	AR	LITTLE ROCK	21	Agriculture	https://careers.gtl-americas.com
HAIMO AMERICA INC	TX	HOUSTON	21	Agriculture	https://careers.haimo.com
HELIOS OPERATING LLC	TX	HOUSTON	21	Agriculture	https://careers.helios-operating.com
HELMERICH & PAYNE MANAGEMENT LLC	OK	TULSA	21	Agriculture	https://careers.helmerich-payne-management.com
HESS CORPORATION	TX	HOUSTON	21	Agriculture	https://careers.hess-corporation.com
HOOVER ENERGY SERVICES LLC	NM	ARTESIA	21	Agriculture	https://careers.hoover-energy-services.com
HUBSTER LOGGING INC	WA	EATONVILLE	11	Agriculture	https://careers.hubster-logging.com
HUDSON VALLEY FISH FARM INC	NY	HUDSON	11	Agriculture	https://careers.hudson-valley-fish-farm.com
HUNT OIL COMPANY			21	Agriculture	https://careers.hunt-oil.com
IMERYS PERFORMANCE MINERALS AMERICAS INC	GA	SUWANEE	21	Agriculture	https://careers.imerys-performance-minerals-americas.com
IMERYS USA INC	GA	ROSWELL	21	Agriculture	https://careers.imerys.com
IMPAC EXPLORATION SERVICES	OK	WEATHERFORD	21	Agriculture	https://careers.impac-exploration.com
INDEPENDENCE CONTRACT DRILLING INC	TX	HOUSTON	21	Agriculture	https://careers.independence-contract-drilling.com
INNIO WAUKESHA GAS ENGINES INC	WI	WAUKESHA	21	Agriculture	https://careers.innio-waukesha-gas-engines.com
IRON OX INC	CA	SAN CARLOS	11	Agriculture	https://careers.iron-ox.com
J R SIMPLOT COMPANY	ID	BOISE	11	Agriculture	https://careers.j-r-simplot.com
JAMES RIVER SLATE COMPANY INC	VA	ARVONIA	21	Agriculture	https://careers.james-river-slate.com
KALERA INC	FL	ORLANDO	11	Agriculture	https://careers.kalera.com
KAWAMATA FARMS LLC	HI	KAMUELA	11	Agriculture	https://careers.kawamata-farms.com
KENNECOTT UTAH COPPER LLC			21	Agriculture	https://careers.kennecott-utah-copper.com
KG R&D LLC	KS	FORT SCOTT	11	Agriculture	https://careers.kg-rd.com
KIND FARMS CORP	CA	SALINAS	11	Agriculture	https://careers.kind-farms.com
KLX ENERGY SERVICES LLC	TX	HOUSTON	21	Agriculture	https://careers.klx-energy-services.com
LEGACY VULCAN LLC SUBSIDIARY OF VULCAN MATERIALS COMPANY	AL	BIRMINGHAM	21	Agriculture	https://careers.legacy-vulcan-llc-subsidiary-of-vulcan-materials.com
LHOIST NORTH AMERICA INC	TX	FORT WORTH	21	Agriculture	https://careers.lhoist-north.com
LHOIST NORTH AMERICA OF TENNESSEE LLC	TN	BRENTWOOD	21	Agriculture	https://careers.lhoist-north-america-of-tennessee.com
LIBERTY OILFIELD SERVICES LLC	CO	DENVER	21	Agriculture	https://careers.liberty-oilfield-services.com
LOCAL BOUNTI CORPORATION	MT	HAMILTON	11	Agriculture	https://careers.local-bounti-corporation.com
LOGOS CORPORATION LLC	NM	FARMINGTON	21	Agriculture	https://careers.logos-corporation.com
MAVERICK NATURAL RESOURCES LLC	TX	HOUSTON	21	Agriculture	https://careers.maverick-natural-resources.com
MP MAGNETICS LLC	NV	LAS VEGAS	21	Agriculture	https://careers.mp-magnetics.com
MP MINE OPERATIONS LLC	NV	LAS VEGAS	21	Agriculture	https://careers.mp-mine-operations.com
MUNGER BROS LLC	CA	DELANO	11	Agriculture	https://careers.munger-bros.com
MURPHY-BROWN LLC DBA SMITHFIELD HOG PRODUCTIONS	VA	SMITHFIELD	11	Agriculture	https://careers.murphy-brown-llc-dba-smithfield-hog-productions.com
NABORS CORPORATE SERVICES INC	TX	HOUSTON	21	Agriculture	https://careers.nabors-corporate.com
NABORS DRILLING TECHNOLOGIES USA INC	TX	HOUSTON	21	Agriculture	https://careers.nabors-drilling-technologies.com
NATIONAL OILWELL VARCO L P	TX	HOUSTON	21	Agriculture	https://careers.national-oilwell-varco-l-p.com
NELSON AND SONS DBA SKRETTING USA			11	Agriculture	https://careers.nelson-and-sons-dba-skretting.com
NEVADA COPPER INC	NV	YERINGTON	21	Agriculture	https://careers.nevada-copper.com
NEVADA GOLD MINES LLC	NV	ELKO	21	Agriculture	https://careers.nevada-gold-mines.com
NEW COOPERATIVE INC	IA	FORT DODGE	11	Agriculture	https://careers.new-cooperative.com
NEWPARK RESOURCES INC	TX	SPRING	21	Agriculture	https://careers.newpark-resources.com
NEXTIER COMPLETION SOLUTIONS INC	TX	HOUSTON	21	Agriculture	https://careers.nextier-completion.com
O NEILL INDUSTRIES INTERNATIONAL INC	TX	HOUSTON	21	Agriculture	https://careers.o-neill-industries.com
OCCIDENTAL PETROLEUM CORPORATION	TX	HOUSTON	21	Agriculture	https://careers.occidental-petroleum-corporation.com
OISHII FARM CORPORATION	NJ	KEARNY	11	Agriculture	https://careers.oishii-farm-corporation.com
OLIDEN TECHNOLOGY LLC	TX	STAFFORD	21	Agriculture	https://careers.oliden-technology.com
OMNI FAMILY HEALTH	CA	BAKERSFIELD	21	Agriculture	https://careers.omni-family-health.com
ONESUBSEA LLC	TX	KATY	21	Agriculture	https://careers.onesubsea.com
OSTROM MUSHROOM FARMS LLC	WA	SUNNYSIDE	11	Agriculture	https://careers.ostrom-mushroom-farms.com
PAY-DAK DAIRY LLC	ND	TOWNER	11	Agriculture	https://careers.pay-dak-dairy.com
PCS FERGUSON INC	TX	SUGAR LAND	21	Agriculture	https://careers.pcs-ferguson.com
PEABODY INVESTMENTS CORP	MO	SAINT LOUIS	21	Agriculture	https://careers.peabody-investments.com
PIC USA INC	TN	HENDERSONVILLE	11	Agriculture	https://careers.pic.com
PIE OPERATING, LLC	TX	SPRING	21	Agriculture	https://careers.pie-operating.com
PIONEER NATURAL RESOURCES USA INC			21	Agriculture	https://careers.pioneer-natural-resources.com
PIPESTONE HOLDINGS LLC	MN	PIPESTONE	11	Agriculture	https://careers.pipestone-holdings.com
PLANCK HOLDINGS LLC	WV	BECKLEY	21	Agriculture	https://careers.planck-holdings.com
PRIMATE PRODUCTS LLC	FL	MIAMI	11	Agriculture	https://careers.primate-products.com
PROFESSIONAL SWINE EMPLOYMENT LLC	IL	CARTHAGE	11	Agriculture	https://careers.professional-swine-employment.com
PROMAN USA INC	TX	HOUSTON	21	Agriculture	https://careers.proman.com
PROSERV OPERATIONS LLC	TX	HOUSTON	21	Agriculture	https://careers.proserv-operations.com
RANGE PRODUCTION COMPANY LLC SUB OF RANGE RESOURCES CORP	TX	FORT WORTH	21	Agriculture	https://careers.range-production-company-llc-sub-of-range-resources.com
REITER AFFILIATED COMPANIES LLC	CA	OXNARD	11	Agriculture	https://careers.reiter-affiliated-companies.com
REITER BROTHERS INC	CA	OXNARD	11	Agriculture	https://careers.reiter-brothers.com
REVOL GREENS CA LLC	CA	TEHACHAPI	11	Agriculture	https://careers.revol-greens-ca.com
RFF PROPERTY 1 LLC	UT	LEHI	11	Agriculture	https://careers.rff-property-1.com
RIO TINTO SERVICES INC	UT	SOUTH JORDAN	21	Agriculture	https://careers.rio-tinto.com
ROGERS GROUP INC	TN	NASHVILLE	21	Agriculture	https://careers.rogers.com
RP NUTRIENTS INC	WI	EAST TROY	11	Agriculture	https://careers.rp-nutrients.com
SCHLUMBERGER TECHNOLOGY CORPORATION			21	Agriculture	https://careers.schlumberger-technology-corporation.com
SENTRY WELLHEAD SYSTEMS LLC	TX	THE WOODLANDS	21	Agriculture	https://careers.sentry-wellhead-systems.com
SHELL EXPLORATION AND PRODUCTION COMPANY	TX	HOUSTON	21	Agriculture	https://careers.shell-exploration-and-production.com
SHELL INFORMATION TECHNOLOGY INTERNATIONAL INC	TX	HOUSTON	21	Agriculture	https://careers.shell-information.com
SHELL INTERNATIONAL EXPLORATION AND PRODUCTION INC	TX	HOUSTON	21	Agriculture	https://careers.shell-international-exploration-and-production.com
SIBELCO NORTH AMERICA INC	NC	CHARLOTTE	21	Agriculture	https://careers.sibelco-north.com
SINCLAIR WELL PRODUCTS, INC.	CA	CERRITOS	21	Agriculture	https://careers.sinclair-well-products.com
SISECAM CHEMICALS WYOMING LLC	GA	ATLANTA	21	Agriculture	https://careers.sisecam-chemicals-wyoming.com
SMITH INTERNATIONAL INC	TX	HOUSTON	21	Agriculture	https://careers.smith.com
SUBSEA 7 US LLC	TX	HOUSTON	21	Agriculture	https://careers.subsea-7-us.com
SUN PACIFIC	CA	EXETER	11	Agriculture	https://careers.sun-pacific.com
SUNRISE OLIVE RANCH LLC	CA	MONTEBELLO	11	Agriculture	https://careers.sunrise-olive-ranch.com
TALAM BIOTECH INC	MD	GAITHERSBURG	11	Agriculture	https://careers.talam-biotech.com
TARGA RESOURCES LLC	TX	HOUSTON	21	Agriculture	https://careers.targa-resources.com
TELLURIAN MANAGEMENT SERVICES LLC	TX	HOUSTON	21	Agriculture	https://careers.tellurian-management-services.com
TEXAS GRASS FED BEEF LLC	TX	AUSTIN	11	Agriculture	https://careers.texas-grass-fed-beef.com
THRU TUBING SOLUTIONS INC	OK	OKLAHOMA CITY	21	Agriculture	https://careers.thru-tubing.com
TIMELESS SEEDS INC	MT	ULM	11	Agriculture	https://careers.timeless-seeds.com
TOTALENERGIES GAS & POWER NORTH AMERICA INC	TX	HOUSTON	21	Agriculture	https://careers.totalenergies-gas-power-north.com
TRANS OCEAN SEAFOODS INC D/B/A SKAGIT SHELLFISH	WA	MOUNT VERNON	11	Agriculture	https://careers.trans-ocean-seafoods-inc-dba-skagit-shellfish.com
TRANS OVA GENETICS L C	IA	SIOUX CENTER	11	Agriculture	https://careers.trans-ova-genetics-l-c.com
U S BORAX INC	CA	BORON	21	Agriculture	https://careers.u-s-borax.com
UMD ENERGY SOLUTIONS CORP	TX	HOUSTON	21	Agriculture	https://careers.umd-energy.com
UNITED PLANT GROWERS INC	CA	SAN MARCOS	11	Agriculture	https://careers.united-plant-growers.com
VEER CAPITAL PARTNERS LLC	TX	HOUSTON	21	Agriculture	https://careers.veer-capital-partners.com
VENTURE GLOBAL LNG INC			21	Agriculture	https://careers.venture-global-lng.com
VISIONRNG LLC	PA	CANONSBURG	21	Agriculture	https://careers.visionrng.com
VOLLEMAN DAIRY PROCESSING LLC	TX	GUSTINE	11	Agriculture	https://careers.volleman-dairy-processing.com
VOLUMETRICS INC	WY	FORT BRIDGER	21	Agriculture	https://careers.volumetrics.com
VULCAN CONSTRUCTION MATERIALS LLC SUBSIDIARY OF VULCAN MATERIALS COMPANY	IL	NAPERVILLE	21	Agriculture	https://careers.vulcan-construction-materials-llc-subsidiary-of-vulcan-materials.com
VYTELLE LLC	KS	LENEXA	11	Agriculture	https://careers.vytelle.com
WHERE FOOD COMES FROM, INC	CO	CASTLE ROCK	11	Agriculture	https://careers.where-food-comes-from.com
WONDERFUL PISTACHIOS & ALMONDS LLC	CA	LOST HILLS	11	Agriculture	https://careers.wonderful-pistachios-almonds.com
WOODLAND RESOURCES LLC	TX	COVINGTON	21	Agriculture	https://careers.woodland-resources.com
WOODSIDE ENERGY USA SERVICES INC			21	Agriculture	https://careers.woodside-energy.com
XECTA DIGITAL LABS LTD	TX	HOUSTON	21	Agriculture	https://careers.xecta-digital-labs.com
