employer	state	city	naics	category	careers_url
CONNECTICUT MUNICIPAL ELECTRIC ENERGY COOP	CT	NORWICH	22	Energy	https://careers.connecticut-municipal-electric-energy-coop.com
CONSOLIDATES EDISON COMPANY OF NEW YORK INC			22	Energy	https://careers.consolidates-edison-company-of-new-york.com
CONSTELLATION ENERGY GENERATION LLC	PA	KENNETT SQUARE	22	Energy	https://careers.constellation-energy-generation.com
CONSTELLATION ENERGY SOLUTIONS LLC	PA	KENNETT SQUARE	22	Energy	https://careers.constellation-energy-solutions.com
CONSTELLATION NEWENERGY INC	PA	KENNETT SQUARE	22	Energy	https://careers.constellation-newenergy.com
CONSUMERS ENERGY COMPANY	MI	JACKSON	22	Energy	https://careers.consumers-energy.com
COPENHAGEN INFRASTRUCTURE PARTNERS INC	NY	NEW YORK	22	Energy	https://careers.copenhagen-infrastructure.com
CULTIVATE POWER LLC	CA	SAN FRANCISCO	22	Energy	https://careers.cultivate-power.com
CYPRESS CREEK RENEWABLES LLC	CA	SANTA MONICA	22	Energy	https://careers.cypress-creek-renewables.com
DENVER WATER	CO	DENVER	22	Energy	https://careers.denver-water.com
DOMINION ENERGY SERVICES INC	SC	CAYCE	22	Energy	https://careers.dominion-energy.com
DOOSAN UKUDU POWER LLC	GU	TAMUNING	22	Energy	https://careers.doosan-ukudu-power.com
DTE ENERGY CORPORATE SERVICES LLC			22	Energy	https://careers.dte-energy-corporate-services.com
DUKE ENERGY CAROLINAS LLC	NC	CHARLOTTE	22	Energy	https://careers.duke-energy-carolinas.com
EC SOURCE SERVICES LLC	TX	HOUSTON	22	Energy	https://careers.ec-source-services.com
ECOLAB INC	MN	SAINT PAUL	22	Energy	https://careers.ecolab.com
ECOLAB USA INC	MN	SAINT PAUL	22	Energy	https://careers.ecolab.com
ECOLECTRICS LLC	TX	AUSTIN	22	Energy	https://careers.ecolectrics.com
EDF INC	TX	HOUSTON	22	Energy	https://careers.edf.com
EDF RENEWABLES INC	CA	SAN DIEGO	22	Energy	https://careers.edf-renewables.com
EDP RENEWABLES NORTH AMERICA LLC			22	Energy	https://careers.edp-renewables-north-america.com
ELECTRIC POWER BOARD OF CHATTANOOGA	TN	CHATTANOOGA	22	Energy	https://careers.electric-power-board-of-chattanooga.com
ELECTRIC RELIABILITY COUNCIL OF TEXAS INC ERCOT	TX	TAYLOR	22	Energy	https://careers.electric-reliability-council-of-texas-inc-ercot.com
EMERSON PROCESS MANAGEMENT POWER & WATER SOLUTIONS INC	PA	PITTSBURGH	22	Energy	https://careers.emerson-process-management-power-water.com
ENDURENERGY SYSTEMS INC	CA	SANTA CLARA	22	Energy	https://careers.endurenergy-systems.com
ENEL NORTH AMERICA INC	MA	ANDOVER	22	Energy	https://careers.enel-north.com
ENEL X WAY USA LLC	MA	ANDOVER	22	Energy	https://careers.enel-x-way-usa.com
ENGIE NORTH AMERICA INC	TX	HOUSTON	22	Energy	https://careers.engie-north.com
ENTERGY ARKANSAS INC	LA	NEW ORLEANS	22	Energy	https://careers.entergy-arkansas.com
ENTERGY OPERATIONS INC	MS	JACKSON	22	Energy	https://careers.entergy-operations.com
ENTERGY SERVICES LLC			22	Energy	https://careers.entergy-services.com
EVERSOURCE ENERGY SERVICE COMPANY	CT	HARTFORD	22	Energy	https://careers.eversource-energy-service.com
EVOQUA WATER TECHNOLOGIES LLC	PA	PITTSBURGH	22	Energy	https://careers.evoqua-water-technologies.com
EXELON BUSINESS SERVICES COMPANY LLC	PA	KENNETT SQUARE	22	Energy	https://careers.exelon-business-services-company.com
FARM TO FLAME ENERGY	PA	DUQUESNE	22	Energy	https://careers.farm-to-flame-energy.com
FIELDCORE SERVICE INC	GA	ATLANTA	22	Energy	https://careers.fieldcore-service.com
FLORIDA POWER & LIGHT COMPANY			22	Energy	https://careers.florida-power-light.com
FLUENCE ENERGY LLC	VA	ARLINGTON	22	Energy	https://careers.fluence-energy.com
GAF ENERGY LLC	NJ	PARSIPPANY	22	Energy	https://careers.gaf-energy.com
GLENVALE LLC	MA	JAMAICA PLAIN	22	Energy	https://careers.glenvale.com
GREEN MOUNTAIN POWER CORPORATION	VT	COLCHESTER	22	Energy	https://careers.green-mountain-power-corporation.com
GREEN STREET POWER PARTNERS LLC	CT	STAMFORD	22	Energy	https://careers.green-street-power-partners.com
GRIDLIANCE MANAGEMENT LLC	FL	JUNO BEACH	22	Energy	https://careers.gridliance-management.com
GRIDMARKET LLC	NY	NEW YORK	22	Energy	https://careers.gridmarket.com
H2U TECHNOLOGIES INC	CA	CHATSWORTH	22	Energy	https://careers.h2u.com
HANNON FARMS LLC	ND	STANLEY	22	Energy	https://careers.hannon-farms.com
HECATE ENERGY LLC	IL	CHICAGO	22	Energy	https://careers.hecate-energy.com
HELIOGEN HOLDINGS INC	CA	PASADENA	22	Energy	https://careers.heliogen.com
HITACHI ENERGY USA INC			22	Energy	https://careers.hitachi-energy.com
HOLTEC INTERNATIONAL	NJ	CAMDEN	22	Energy	https://careers.holtec.com
HYDROBREEZE LLC	TX	BROOKSHIRE	22	Energy	https://careers.hydrobreeze.com
INTERSECT POWER LLC	CA	TRUCKEE	22	Energy	https://careers.intersect-power.com
INVENERGY LLC	IL	CHICAGO	22	Energy	https://careers.invenergy.com
ISO NEW ENGLAND INC	MA	HOLYOKE	22	Energy	https://careers.iso-new-england.com
JACKSON ELECTRIC MEMBERSHIP CORPORATION	GA	JEFFERSON	22	Energy	https://careers.jackson-electric-membership-corporation.com
LANDIS GYR TECHNOLOGY INC	GA	ALPHARETTA	22	Energy	https://careers.landis-gyr.com
LEEWARD MANAGEMENT SERVICES LLC	TX	DALLAS	22	Energy	https://careers.leeward-management-services.com
LIGHTSOURCE RENEWABLE ENERGY US LLC	CA	SAN FRANCISCO	22	Energy	https://careers.lightsource-renewable-energy-us.com
LIQUIDPISTON INC	CT	BLOOMFIELD	22	Energy	https://careers.liquidpiston.com
LONG ISLAND ELECTRIC UTILITY SERVCO LLC	NY	UNIONDALE	22	Energy	https://careers.long-island-electric-utility-servco.com
LONGI SOLAR TECHNOLOGY US INC	CA	SAN RAMON	22	Energy	https://careers.longi-solar-technology.com
LOWER COLORADO RIVER AUTHORITY	TX	AUSTIN	22	Energy	https://careers.lower-colorado-river-authority.com
LS POWER DEVELOPMENT LLC	NJ	EAST BRUNSWICK	22	Energy	https://careers.ls-power-development.com
MARIANAS ENERGY COMPANY LLC	GU	PITI	22	Energy	https://careers.marianas-energy-company.com
MATRIX RENEWABLES USA LLC	FL	MIAMI	22	Energy	https://careers.matrix-renewables-usa.com
METROPOLITAN UTILITIES DISTRICT	NE	OMAHA	22	Energy	https://careers.metropolitan-utilities-district.com
MICROGRID NETWORKS LLC	NY	BROOKLYN	22	Energy	https://careers.microgrid-networks.com
MIDAMERICAN ENERGY COMPANY			22	Energy	https://careers.midamerican-energy.com
MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC D B A MISO	IN	CARMEL	22	Energy	https://careers.midcontinent-independent-system-operator-inc-d-b-a-miso.com
NATIONAL DIVERSIFIED SALES INC	CA	WOODLAND HILLS	22	Energy	https://careers.national-diversified-sales.com
NATIONAL GRID RENEWABLES DEVELOPMENT LLC	MN	BLOOMINGTON	22	Energy	https://careers.national-grid-renewables-development.com
NATIONAL GRID USA SERVICE COMPANY INC	MA	WALTHAM	22	Energy	https://careers.national-grid-usa-service.com
NEVADA POWER COMPANY DBA NV ENERGY			22	Energy	https://careers.nevada-power-company-dba-nv-energy.com
NEW SUN ROAD P B C	CA	RICHMOND	22	Energy	https://careers.new-sun-road-p-b-c.com
NEW YORK INDEPENDENT SYSTEM OPERATOR	NY	RENSSELAER	22	Energy	https://careers.new-york-independent-system-operator.com
NEXAMP INC	MA	BOSTON	22	Energy	https://careers.nexamp.com
NJR SERVICE CORPORATION	NJ	WALL	22	Energy	https://careers.njr-service-corporation.com
NM SOLAR GROUP INC	NM	ALBUQUERQUE	22	Energy	https://careers.nm-solar.com
NORTHEAST OHIO REGIONAL SEWER DISTRICT	OH	CLEVELAND	22	Energy	https://careers.northeast-ohio-regional-sewer-district.com
NUSCALE POWER LLC	OR	CORVALLIS	22	Energy	https://careers.nuscale-power.com
OGE ENERGY CORPORATION	OK	OKLAHOMA CITY	22	Energy	https://careers.oge-energy-corporation.com
OKLAHOMA GAS & ELECTRIC COMPANY	OK	OKLAHOMA CITY	22	Energy	https://careers.oklahoma-gas-electric.com
ONCOR ELECTRIC DELIVERY COMPANY LLC	TX	DALLAS	22	Energy	https://careers.oncor-electric-delivery-company.com
ONE GAS INC	OK	TULSA	22	Energy	https://careers.one-gas.com
ORSTED NORTH AMERICA INC	MA	BOSTON	22	Energy	https://careers.orsted-north.com
OW NORTH AMERICA LLC	MA	BOSTON	22	Energy	https://careers.ow-north-america.com
OZARKS MEDICAL CENTER D B A OZARKS HEALTHCARE	MO	WEST PLAINS	22	Energy	https://careers.ozarks-medical-center-d-b-a-ozarks-healthcare.com
P AND S INTERNATIONAL SUPPLY LLC	FL	MIAMI	22	Energy	https://careers.p-and-s-international-supply.com
PACIFIC GAS AND ELECTRIC COMPANY			22	Energy	https://careers.pacific-gas-and-electric.com
PACIFICORP	OR	PORTLAND	22	Energy	https://careers.pacificorp.com
PATTERN ENERGY GROUP SVCS LP	CA	SAN FRANCISCO	22	Energy	https://careers.pattern-energy-group-svcs.com
PERFECT AIRE LLC	IL	COUNTRYSIDE	22	Energy	https://careers.perfect-aire.com
PINE GATE RENEWABLES LLC	NC	ASHEVILLE	22	Energy	https://careers.pine-gate-renewables.com
PLUS POWER LLC	TX	SPRING	22	Energy	https://careers.plus-power.com
PNG COMPANIES LLC	PA	PITTSBURGH	22	Energy	https://careers.png-companies.com
PORTLAND GENERAL ELECTRIC COMPANY	OR	PORTLAND	22	Energy	https://careers.portland-general-electric.com
POWER FLO TECHNOLOGIES INC	NY	NEW HYDE PARK	22	Energy	https://careers.power-flo.com
PPL SERVICES CORPORATION	PA	ALLENTOWN	22	Energy	https://careers.ppl-services-corporation.com
PRIMORIS RENEWABLE ENERGY INC	CO	AURORA	22	Energy	https://careers.primoris-renewable-energy.com
PUBLIC SERVICE ELECTRIC AND GAS COMPANY	NJ	NEWARK	22	Energy	https://careers.public-service-electric-and-gas.com
PUGET SOUND ENERGY INC			22	Energy	https://careers.puget-sound-energy.com
RASER TECHNOLOGIES OPERATING COMPANY LLC	UT	SALT LAKE CITY	22	Energy	https://careers.raser-technologies-operating-company.com
REACTIVATE DEVCO LLC	IL	CHICAGO	22	Energy	https://careers.reactivate-devco.com
RED FISH ELECTRIC SOLAR LLC	IA	NORTH ENGLISH	22	Energy	https://careers.red-fish-electric-solar.com
RWE RENEWABLES SERVICES LLC	IL	CHICAGO	22	Energy	https://careers.rwe-renewables-services.com
S&C ELECTRIC COMPANY	CA	ALAMEDA	22	Energy	https://careers.sc-electric.com
SAFARI ENERGY LLC	NY	NEW YORK	22	Energy	https://careers.safari-energy.com
SEABOARD SOLAR OPERATIONS LLC	CT	NEW MILFORD	22	Energy	https://careers.seaboard-solar-operations.com
SEMPRA CORPORATION DBA SEMPRA SVCS CORP	CA	SAN DIEGO	22	Energy	https://careers.sempra-corporation-dba-sempra-svcs.com
SIGNAL ENGERY LLC	TN	CHATTANOOGA	22	Energy	https://careers.signal-engery.com
SKEIRON PROJECTS INC	TX	HOUSTON	22	Energy	https://careers.skeiron-projects.com
SNOHOMISH COUNTY PUBLIC UTILITY DISTRICT	WA	EVERETT	22	Energy	https://careers.snohomish-county-public-utility-district.com
SOL CUSTOMER SOLUTIONS LLC			22	Energy	https://careers.sol-customer-solutions.com
SOLAR LANDSCAPE LLC			22	Energy	https://careers.solar-landscape.com
SOLMEM LLC	TX	HOUSTON	22	Energy	https://careers.solmem.com
SOLTAGE LLC	NJ	JERSEY CITY	22	Energy	https://careers.soltage.com
SOLTEC AMERICA LLC	FL	MIAMI	22	Energy	https://careers.soltec-america.com
SONIC SYSTEMS INTERNATIONAL LLC	TX	HOUSTON	22	Energy	https://careers.sonic-systems-international.com
SOUTHERN COMPANY SERVICES INC	GA	ATLANTA	22	Energy	https://careers.southern-company.com
SOUTHWEST GAS CORP	NV	LAS VEGAS	22	Energy	https://careers.southwest-gas.com
SPI SOLAR INC	CA	MCCLELLAN	22	Energy	https://careers.spi-solar.com
SPIRE INC	MO	SAINT LOUIS	22	Energy	https://careers.spire.com
SPOTLIGHT ENERGY LLC	TX	HOUSTON	22	Energy	https://careers.spotlight-energy.com
SRI ENERGY LLC	MI	NOVI	22	Energy	https://careers.sri-energy.com
STRAIGHTUP SOLAR LLC	MO	SAINT LOUIS	22	Energy	https://careers.straightup-solar.com
STRATA SOLAR LLC	NC	DURHAM	22	Energy	https://careers.strata-solar.com
SUMMIT RIDGE ENERGY LLC	VA	ARLINGTON	22	Energy	https://careers.summit-ridge-energy.com
SUN TRIBE SOLAR LLC	VA	CHARLOTTESVILLE	22	Energy	https://careers.sun-tribe-solar.com
SUNRUN INC	CA	SAN FRANCISCO	22	Energy	https://careers.sunrun.com
SUSTAINABLE PRODUCT DEVT LAB LLC	NY	POUGHKEEPSIE	22	Energy	https://careers.sustainable-product-devt-lab.com
TALEN ENERGY SUPPLY LLC	TX	SPRING	22	Energy	https://careers.talen-energy-supply.com
TAMPA ELECTRIC COMPANY	FL	TAMPA	22	Energy	https://careers.tampa-electric.com
THE MARY IMOGENE BASSETT HOSPITAL	NY	COOPERSTOWN	22	Energy	https://careers.the-mary-imogene-bassett-hospital.com
THE MOBILITY HOUSE LLC	CA	BELMONT	22	Energy	https://careers.the-mobility-house.com
THE POWERFLEX SOLAR LLC FKA ENTERSOLAR LLC	CA	SAN DIEGO	22	Energy	https://careers.the-powerflex-solar-llc-fka-entersolar.com
THE SOLARIA CORPORATION	CA	FREMONT	22	Energy	https://careers.the-solaria-corporation.com
THE UNITED ILLUMINATING COMPANY	CT	ORANGE	22	Energy	https://careers.the-united-illuminating.com
TN AMERICAS LLC	NC	CHARLOTTE	22	Energy	https://careers.tn-americas.com
TOTALENERGIES RENEWABLES USA LLC	TX	HOUSTON	22	Energy	https://careers.totalenergies-renewables-usa.com
TRILLIUM TRANSPORTATION FUELS LLC	OK	OKLAHOMA CITY	22	Energy	https://careers.trillium-transportation-fuels.com
TUCSON ELECTRIC POWER COMPANY	AZ	TUCSON	22	Energy	https://careers.tucson-electric-power.com
TXU ENERGY RETAIL COMPANY LLC	TX	IRVING	22	Energy	https://careers.txu-energy-retail-company.com
UNITED SITE SERVICES INC	MA	WESTBOROUGH	22	Energy	https://careers.united-site.com
UNITIL SERVICE CORP	NH	HAMPTON	22	Energy	https://careers.unitil-service.com
VEOLIA WATER M S INC	NJ	PARAMUS	22	Energy	https://careers.veolia-water-m-s.com
VEOLIA WATER TECHNOLOGIES INC	NC	CARY	22	Energy	https://careers.veolia-water.com
VEROGY HOLDINGS LLC	CT	HARTFORD	22	Energy	https://careers.verogy-holdings.com
VIRGINIA ELECTRIC AND POWER COMPANY DBA DOMINION ENERGY VIRGINIA	SC	CAYCE	22	Energy	https://careers.virginia-electric-and-power-company-dba-dominion-energy-virginia.com
VISTRA CORPORATE SERVICES COMPANY	TX	IRVING	22	Energy	https://careers.vistra-corporate.com
VORTEX COMPANIES LLC	TX	HOUSTON	22	Energy	https://careers.vortex-companies.com
WATER DISTRICT NO 1 OF JOHNSON COUNTY	KS	LENEXA	22	Energy	https://careers.water-district-no-1-of-johnson-county.com
WHITTIER FILTRATION INC	NC	CARY	22	Energy	https://careers.whittier-filtration.com
XCEL ENERGY SERVICES INC	MN	MINNEAPOLIS	22	Energy	https://careers.xcel-energy.com
